09:47:53. INFO  manager.ApplicationManager - All tests starts in 'Chrome' browser
09:48:50. INFO  manager.MyListener - The element with locator --->By.xpath: //button[text()='Sign Out']was found
09:48:50. INFO  manager.MyListener - Start search element by locator --->By.cssSelector: .contact-item_card__2SOIM
09:49:10. INFO  manager.MyListener - The element with locator --->By.cssSelector: .contact-item_card__2SOIMwas found
09:49:10. INFO  tests.TestBase - The test 'Add new contact' starts with count of contact---->0
09:49:10. INFO  tests.TestBase - The test 'Add new contact' starts with data ---->Contact{name='Mona', lastName='Dow', email='mona1@gmail.com', phone='3214598764', address='Haifa', description='friend'}
09:49:10. INFO  manager.MyListener - Start search element by locator --->By.cssSelector: [href='/add']
09:49:10. INFO  manager.MyListener - The element with locator --->By.cssSelector: [href='/add']was found
09:49:10. INFO  manager.MyListener - Start search element by locator --->By.cssSelector: [placeholder='Name']
09:49:10. INFO  manager.MyListener - The element with locator --->By.cssSelector: [placeholder='Name']was found
09:49:10. INFO  manager.MyListener - Start search element by locator --->By.cssSelector: [placeholder='Last Name']
09:49:10. INFO  manager.MyListener - The element with locator --->By.cssSelector: [placeholder='Last Name']was found
09:49:11. INFO  manager.MyListener - Start search element by locator --->By.cssSelector: [placeholder='Phone']
09:49:11. INFO  manager.MyListener - The element with locator --->By.cssSelector: [placeholder='Phone']was found
09:49:11. INFO  manager.MyListener - Start search element by locator --->By.cssSelector: [placeholder='email']
09:49:11. INFO  manager.MyListener - The element with locator --->By.cssSelector: [placeholder='email']was found
09:49:11. INFO  manager.MyListener - Start search element by locator --->By.cssSelector: [placeholder='Address']
09:49:11. INFO  manager.MyListener - The element with locator --->By.cssSelector: [placeholder='Address']was found
09:49:11. INFO  manager.MyListener - Start search element by locator --->By.cssSelector: [placeholder='description']
09:49:11. INFO  manager.MyListener - The element with locator --->By.cssSelector: [placeholder='description']was found
09:49:11. INFO  manager.MyListener - Start search element by locator --->By.cssSelector: .add_form__2rsm2 button
09:49:11. INFO  manager.MyListener - The element with locator --->By.cssSelector: .add_form__2rsm2 buttonwas found
09:49:11. INFO  manager.MyListener - Start search element by locator --->By.cssSelector: .contact-item_card__2SOIM
09:49:31. INFO  manager.MyListener - The element with locator --->By.cssSelector: .contact-item_card__2SOIMwas found
09:49:31. INFO  tests.TestBase - The test 'Add new contact' ends with count of contact in the end --->0
09:49:33. INFO  manager.MyListener - Start search element by locator --->By.xpath: //button[text()='Sign Out']
09:49:33. INFO  manager.MyListener - The element with locator --->By.xpath: //button[text()='Sign Out']was found
09:49:33. INFO  manager.MyListener - Start search element by locator --->By.xpath: //button[text()='Sign Out']
09:49:33. INFO  manager.MyListener - The element with locator --->By.xpath: //button[text()='Sign Out']was found
09:49:34. INFO  tests.TestBase - User{email='noa@gmail.com', password='Nnoa12345$'}
09:49:34. INFO  manager.MyListener - Start search element by locator --->By.xpath: //a[text()='LOGIN']
09:49:34. INFO  manager.MyListener - The element with locator --->By.xpath: //a[text()='LOGIN']was found
09:49:34. INFO  manager.MyListener - Start search element by locator --->By.xpath: //input[1]
09:49:34. INFO  manager.MyListener - The element with locator --->By.xpath: //input[1]was found
09:49:34. INFO  manager.MyListener - Start search element by locator --->By.xpath: //input[2]
09:49:34. INFO  manager.MyListener - The element with locator --->By.xpath: //input[2]was found
09:49:34. INFO  manager.MyListener - Start search element by locator --->By.xpath: //button[1]
09:49:34. INFO  manager.MyListener - The element with locator --->By.xpath: //button[1]was found
09:49:39. INFO  manager.MyListener - Start search element by locator --->By.xpath: //button[text()='Sign Out']
09:49:39. INFO  manager.MyListener - The element with locator --->By.xpath: //button[text()='Sign Out']was found
09:49:39. INFO  manager.MyListener - Start search element by locator --->By.xpath: //button[text()='Sign Out']
09:49:39. INFO  manager.MyListener - The element with locator --->By.xpath: //button[text()='Sign Out']was found
09:49:39. INFO  manager.MyListener - Start search element by locator --->By.xpath: //button[text()='Sign Out']
09:49:39. INFO  manager.MyListener - The element with locator --->By.xpath: //button[text()='Sign Out']was found
09:49:39. INFO  manager.MyListener - Start search element by locator --->By.xpath: //a[text()='LOGIN']
09:49:39. INFO  manager.MyListener - The element with locator --->By.xpath: //a[text()='LOGIN']was found
09:49:39. INFO  manager.MyListener - Start search element by locator --->By.xpath: //input[1]
09:49:39. INFO  manager.MyListener - The element with locator --->By.xpath: //input[1]was found
09:49:39. INFO  manager.MyListener - Start search element by locator --->By.xpath: //input[2]
09:49:39. INFO  manager.MyListener - The element with locator --->By.xpath: //input[2]was found
09:49:39. INFO  manager.MyListener - Start search element by locator --->By.xpath: //button[2]
09:49:39. INFO  manager.MyListener - The element with locator --->By.xpath: //button[2]was found
09:49:39. INFO  manager.MyListener - Start search element by locator --->By.xpath: //button[text()='Sign Out']
09:49:40. INFO  manager.MyListener - The element with locator --->By.xpath: //button[text()='Sign Out']was found
09:49:40. INFO  manager.MyListener - Start search element by locator --->By.xpath: //button[text()='Sign Out']
09:49:40. INFO  manager.MyListener - The element with locator --->By.xpath: //button[text()='Sign Out']was found
09:49:40. INFO  manager.MyListener - Start search element by locator --->By.xpath: //button[text()='Sign Out']
09:49:40. INFO  manager.MyListener - The element with locator --->By.xpath: //button[text()='Sign Out']was found
09:49:40. INFO  manager.MyListener - Start search element by locator --->By.xpath: //a[text()='LOGIN']
09:49:40. INFO  manager.MyListener - The element with locator --->By.xpath: //a[text()='LOGIN']was found
09:49:40. INFO  manager.MyListener - Start search element by locator --->By.xpath: //input[1]
09:49:40. INFO  manager.MyListener - The element with locator --->By.xpath: //input[1]was found
09:49:41. INFO  manager.MyListener - Start search element by locator --->By.xpath: //input[2]
09:49:41. INFO  manager.MyListener - The element with locator --->By.xpath: //input[2]was found
09:49:41. INFO  manager.MyListener - Start search element by locator --->By.xpath: //button[2]
09:49:41. INFO  manager.MyListener - The element with locator --->By.xpath: //button[2]was found
09:49:41. INFO  manager.MyListener - Start search element by locator --->By.xpath: //button[text()='Sign Out']
09:49:41. INFO  manager.MyListener - The element with locator --->By.xpath: //button[text()='Sign Out']was found
09:49:41. INFO  manager.MyListener - Start search element by locator --->By.xpath: //button[text()='Sign Out']
09:49:41. INFO  manager.MyListener - Something went wrong!!!
09:49:41. INFO  manager.MyListener - unexpected alert open: {Alert text : Wrong email or password format
            Email must contains one @ and minimum 2 symbols after last dot
            Password must contain at least one uppercase letter!
            Password must contain at least one lowercase letter!
            Password must contain at least one digit!
            Password must contain at least one special symbol from [‘$’,’~’,’-‘,’_’]!}
  (Session info: chrome=99.0.4844.74): Wrong email or password format
            Email must contains one @ and minimum 2 symbols after last dot
            Password must contain at least one uppercase letter!
            Password must contain at least one lowercase letter!
            Password must contain at least one digit!
            Password must contain at least one special symbol from [‘$’,’~’,’-‘,’_’]!
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:17:03'
System info: host: 'DESKTOP-GTJO46A', ip: '192.168.1.105', os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '11.0.13'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Capabilities {acceptInsecureCerts: false, browserName: chrome, browserVersion: 99.0.4844.74, chrome: {chromedriverVersion: 98.0.4758.48 (d869ab3eda606..., userDataDir: C:\Users\Alex\AppData\Local...}, goog:chromeOptions: {debuggerAddress: localhost:57472}, javascriptEnabled: true, networkConnectionEnabled: false, pageLoadStrategy: normal, platform: WINDOWS, platformName: WINDOWS, proxy: Proxy(), setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:extension:credBlob: true, webauthn:extension:largeBlob: true, webauthn:virtualAuthenticators: true}
Session ID: f650e3906eb3fd02063008f5a9feecfd
*** Element info: {Using=xpath, value=//button[text()='Sign Out']}
09:49:41. INFO  manager.MyListener - org.openqa.selenium.UnhandledAlertException: unexpected alert open: {Alert text : Wrong email or password format
            Email must contains one @ and minimum 2 symbols after last dot
            Password must contain at least one uppercase letter!
            Password must contain at least one lowercase letter!
            Password must contain at least one digit!
            Password must contain at least one special symbol from [‘$’,’~’,’-‘,’_’]!}
  (Session info: chrome=99.0.4844.74): Wrong email or password format
            Email must contains one @ and minimum 2 symbols after last dot
            Password must contain at least one uppercase letter!
            Password must contain at least one lowercase letter!
            Password must contain at least one digit!
            Password must contain at least one special symbol from [‘$’,’~’,’-‘,’_’]!
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:17:03'
System info: host: 'DESKTOP-GTJO46A', ip: '192.168.1.105', os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '11.0.13'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Capabilities {acceptInsecureCerts: false, browserName: chrome, browserVersion: 99.0.4844.74, chrome: {chromedriverVersion: 98.0.4758.48 (d869ab3eda606..., userDataDir: C:\Users\Alex\AppData\Local...}, goog:chromeOptions: {debuggerAddress: localhost:57472}, javascriptEnabled: true, networkConnectionEnabled: false, pageLoadStrategy: normal, platform: WINDOWS, platformName: WINDOWS, proxy: Proxy(), setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:extension:credBlob: true, webauthn:extension:largeBlob: true, webauthn:virtualAuthenticators: true}
Session ID: f650e3906eb3fd02063008f5a9feecfd
*** Element info: {Using=xpath, value=//button[text()='Sign Out']}
09:49:41. INFO  manager.MyListener - This link to screenshot with error ------>src/test/screenshots2981.png
